<DATE>,<TIME>,Open,High,Low,Close,Volume
20131219,160000,1088.8700000,1089.8900000,1086.0000000,1086.2000000,178753
20131220,100000,1088.3000000,1094.4700000,1088.0000000,1092.4600000,665899
20131220,110000,1092.8500000,1096.9000000,1091.0100000,1096.7400000,265115
20131220,120000,1096.6800000,1099.4500000,1096.5000000,1098.9800000,270143
20131220,130000,1098.9700000,1099.0700000,1096.6100000,1097.8400000,155194
20131220,140000,1098.0100000,1098.6600000,1097.0000000,1097.8000000,117552
20131220,150000,1097.9800000,1098.9800000,1097.3900000,1098.1400000,189897
20131220,160000,1098.2300000,1101.1700000,1096.8300000,1100.6900000,559408
20131223,100000,1107.9000000,1111.2300000,1105.1200000,1107.9800000,332908
20131223,110000,1107.6200000,1113.0800000,1107.3500000,1113.0800000,232837
20131223,120000,1113.1100000,1115.8000000,1112.6300000,1115.2400000,143700
20131223,130000,1115.2700000,1115.6200000,1113.0100000,1113.3400000,90375
20131223,140000,1113.2000000,1114.1700000,1110.9300000,1112.0000000,132301
20131223,150000,1112.3500000,1114.2700000,1111.0000000,1113.2200000,104957
20131223,160000,1113.2100000,1115.4300000,1113.0700000,1115.4300000,186374
20131224,100000,1114.6900000,1115.2400000,1108.1000000,1113.5400000,170923
20131224,110000,1113.5400000,1114.3900000,1108.2000000,1109.7200000,154467
20131224,120000,1109.6800000,1112.0000000,1109.2800000,1110.5600000,84740
20131224,130000,1110.6900000,1111.9900000,1110.2400000,1111.8300000,89599
20131224,140000,1111.8400000,1112.9900000,1111.1900000,1112.1900000,31680
20131224,160000,1112.9300000,1113.5300000,1112.9300000,1113.5300000,200
20131226,100000,1114.0100000,1114.9000000,1108.6900000,1108.8000000,97826
20131226,110000,1108.8500000,1118.5300000,1108.8500000,1115.9700000,221693
20131226,120000,1116.0000000,1119.0000000,1115.1500000,1117.2400000,130075
20131226,130000,1117.2200000,1118.2400000,1116.0300000,1118.2400000,85583
20131226,140000,1118.2500000,1118.8700000,1117.9800000,1118.8600000,92487
20131226,150000,1118.8700000,1118.8700000,1116.1200000,1116.6900000,81359
20131226,160000,1116.7700000,1118.6500000,1116.7700000,1117.4600000,128735
20131227,100000,1119.7400000,1120.2800000,1115.3800000,1116.0800000,171725
20131227,110000,1116.1100000,1119.6300000,1113.0000000,1113.5000000,209165
20131227,120000,1112.9400000,1117.6200000,1112.9400000,1117.0300000,103631
20131227,130000,1117.0700000,1118.8600000,1116.2600000,1118.2700000,89621
20131227,140000,1118.0700000,1118.3000000,1113.1000000,1114.8200000,148912
20131227,150000,1114.9000000,1116.1000000,1114.3000000,1115.0800000,65225
20131227,160000,1114.9600000,1118.7500000,1114.3500000,1118.3800000,272346
20131230,100000,1120.3400000,1120.5000000,1115.0600000,1117.9900000,133743
20131230,110000,1117.5500000,1120.1100000,1112.9400000,1115.3600000,216532
20131230,120000,1115.3000000,1117.0800000,1113.7800000,1113.9500000,78624
20131230,130000,1113.8500000,1114.4900000,1110.6100000,1111.5800000,127160
20131230,140000,1111.5600000,1113.6500000,1110.5000000,1110.5000000,66063
20131230,150000,1110.4600000,1112.4900000,1109.5200000,1111.2600000,102481
20131230,160000,1111.3600000,1111.6700000,1109.0200000,1109.5100000,159777
20131231,100000,1112.2400000,1113.3700000,1106.2600000,1107.1500000,97386
20131231,110000,1107.1500000,1111.1400000,1107.0000000,1111.1100000,122800
20131231,120000,1111.1500000,1115.7300000,1111.1500000,1114.2400000,137869
20131231,130000,1114.5000000,1117.6300000,1113.3800000,1117.3100000,112923
20131231,140000,1117.3900000,1119.4600000,1115.8700000,1117.3800000,83771
20131231,150000,1117.7600000,1118.9000000,1115.8500000,1117.4200000,80301
20131231,160000,1117.5300000,1121.0000000,1116.0300000,1119.9900000,213686
20140102,100000,1115.5000000,1116.0000000,1111.2900000,1112.4100000,261020
20140102,110000,1112.4200000,1115.2000000,1110.3000000,1114.6100000,258525
20140102,120000,1114.1200000,1117.7500000,1111.0000000,1111.8700000,210559
20140102,130000,1111.8700000,1113.1300000,1110.7600000,1112.7700000,186362
20140102,140000,1112.8500000,1112.8500000,1110.7600000,1111.9600000,93409
20140102,150000,1111.9200000,1112.1600000,1108.2600000,1109.6100000,122952
20140102,160000,1109.9800000,1113.9100000,1109.7100000,1113.1200000,179080
20140103,100000,1115.0000000,1116.9300000,1112.5700000,1114.0900000,175532
20140103,110000,1114.2500000,1115.7000000,1111.3000000,1114.9200000,168631
20140103,120000,1115.0000000,1115.0000000,1105.2700000,1105.7900000,165146
20140103,130000,1105.7900000,1109.2700000,1105.3300000,1107.7700000,118029
20140103,140000,1107.8700000,1108.0200000,1106.0000000,1106.2500000,104132
20140103,150000,1106.3500000,1109.7600000,1106.2100000,1107.7000000,98212
20140103,160000,1107.6500000,1109.4100000,1104.9300000,1105.0100000,251290
20140106,100000,1113.0100000,1114.2500000,1108.0300000,1112.4000000,269290
20140106,110000,1112.3900000,1116.6200000,1110.0200000,1110.1000000,224541
20140106,120000,1110.1000000,1111.4200000,1106.4400000,1108.9100000,158961
20140106,130000,1109.0000000,1110.6400000,1108.1600000,1109.8900000,96312
20140106,140000,1110.0300000,1113.4400000,1108.2100000,1113.3500000,106113
20140106,150000,1113.0000000,1118.8600000,1112.8700000,1117.7000000,151237
20140106,160000,1117.6500000,1118.2500000,1115.3600000,1117.3100000,211321
20140107,100000,1124.9700000,1129.2500000,1121.1600000,1129.0500000,441880
20140107,110000,1128.7000000,1134.8900000,1126.5100000,1133.4100000,343531
20140107,120000,1133.4300000,1135.9400000,1133.2500000,1135.6200000,170914
20140107,130000,1135.6800000,1136.5900000,1132.5500000,1133.0000000,246351
20140107,140000,1133.0500000,1135.4900000,1132.5500000,1134.5100000,124176
20140107,150000,1134.4400000,1137.9100000,1132.5700000,1137.8900000,178813
20140107,160000,1137.8300000,1139.6900000,1137.3500000,1138.9200000,337504
20140108,100000,1146.1600000,1147.3200000,1141.0000000,1143.5600000,448282
20140108,110000,1143.3000000,1146.2000000,1139.1000000,1139.1300000,320081
20140108,120000,1139.1000000,1143.0000000,1138.1300000,1142.4600000,218179
20140108,130000,1142.4600000,1143.8800000,1140.6000000,1140.7300000,83372
20140108,140000,1140.7800000,1142.3700000,1139.1800000,1139.5900000,98515
20140108,150000,1139.4900000,1143.0000000,1138.6100000,1140.2900000,135610
20140108,160000,1140.1700000,1141.5500000,1133.2900000,1141.2900000,309368
20140109,100000,1143.4400000,1144.2200000,1134.2600000,1136.1900000,218470
20140109,110000,1136.4500000,1137.2700000,1128.5100000,1131.1700000,422062
20140109,120000,1130.6100000,1130.8900000,1127.3900000,1128.7300000,284826
20140109,130000,1128.6700000,1131.1500000,1127.6100000,1130.5900000,108968
20140109,140000,1130.4600000,1130.5800000,1127.2500000,1127.6200000,95519
20140109,150000,1127.3200000,1129.4300000,1125.5600000,1128.8100000,117516
20140109,160000,1128.9400000,1130.5500000,1128.4800000,1129.9100000,213969
20140110,100000,1138.9800000,1139.0800000,1130.8300000,1131.4800000,261462
20140110,110000,1131.6100000,1132.1800000,1122.5800000,1125.9400000,318619
20140110,120000,1125.3600000,1125.9200000,1122.8300000,1124.1800000,169664
20140110,130000,1124.2800000,1127.9800000,1122.5400000,1123.7100000,161240
20140110,140000,1123.4900000,1126.1200000,1123.2000000,1123.9400000,77992
20140110,150000,1123.9000000,1125.4000000,1122.2500000,1122.6500000,124591
20140110,160000,1122.5900000,1130.9900000,1122.5200000,1130.1800000,350267
20140113,100000,1126.4500000,1146.9100000,1126.1700000,1142.8000000,367535
20140113,110000,1143.0800000,1144.8100000,1140.2900000,1141.1800000,174634
20140113,120000,1141.6400000,1145.9800000,1140.5500000,1144.5400000,135186
20140113,130000,1144.6400000,1144.8300000,1137.5000000,1137.8300000,146205
20140113,140000,1137.2800000,1138.8000000,1130.3100000,1133.6300000,173602
20140113,150000,1133.6600000,1134.0000000,1125.4100000,1126.3400000,236265
20140113,160000,1126.5800000,1126.6100000,1117.1700000,1122.9200000,417160
20140114,100000,1137.9600000,1138.4200000,1128.0900000,1131.4000000,291404
20140114,110000,1131.5300000,1140.6700000,1131.5200000,1140.5700000,254486
20140114,120000,1140.5700000,1143.8700000,1139.7100000,1143.0300000,264369
20140114,130000,1143.4600000,1145.2900000,1142.7100000,1143.6500000,141289
20140114,140000,1144.0000000,1146.6300000,1142.4800000,1145.9000000,121960
20140114,150000,1145.8600000,1150.9700000,1142.5500000,1149.8800000,290874
20140114,160000,1150.0100000,1151.0000000,1148.3600000,1149.3100000,316817
20140115,100000,1152.9900000,1155.0000000,1143.7900000,1148.5900000,332199
20140115,110000,1148.2400000,1153.5000000,1146.0800000,1147.1000000,318384
20140115,120000,1147.1600000,1152.6000000,1145.4500000,1148.5700000,195964
20140115,130000,1148.3700000,1150.0600000,1147.7500000,1148.1500000,124426
20140115,140000,1148.2100000,1149.3600000,1147.1600000,1148.5000000,90012
20140115,150000,1148.5200000,1150.8400000,1148.3900000,1150.6800000,107197
20140115,160000,1150.6600000,1150.6900000,1147.5100000,1148.2700000,174312
20140116,100000,1149.1000000,1153.3800000,1148.0000000,1152.4400000,219772
20140116,110000,1152.2800000,1157.2800000,1151.4000000,1153.9000000,306733
20140116,120000,1153.5800000,1156.4000000,1152.0800000,1153.9300000,111516
20140116,130000,1154.5600000,1155.5000000,1152.0900000,1154.9900000,132773
20140116,140000,1154.9300000,1157.6400000,1154.0100000,1156.1000000,93417
20140116,150000,1156.0800000,1157.7600000,1155.3500000,1157.1800000,89793
20140116,160000,1157.4700000,1157.9300000,1153.8700000,1156.1200000,185630
20140117,100000,1156.8500000,1158.4000000,1153.0600000,1158.0800000,651958
20140117,110000,1158.3400000,1160.6300000,1157.4100000,1159.4500000,230296
20140117,120000,1159.6800000,1159.8900000,1156.2600000,1156.9300000,119240
20140117,130000,1157.3500000,1158.7600000,1154.0100000,1154.0800000,75495
20140117,140000,1154.2500000,1154.9800000,1149.9100000,1152.3900000,182230
20140117,150000,1152.3000000,1152.6900000,1149.4000000,1149.9200000,133231
20140117,160000,1150.1500000,1151.3700000,1144.2000000,1150.5300000,501598
20140121,100000,1160.9100000,1162.0000000,1156.3100000,1160.1300000,271257
20140121,110000,1159.7700000,1160.1500000,1154.0400000,1157.7500000,216703
20140121,120000,1157.8000000,1158.6000000,1151.3000000,1155.4300000,172812
20140121,130000,1156.0800000,1159.3300000,1153.2800000,1159.2600000,160096
20140121,140000,1159.2400000,1160.1500000,1157.3200000,1159.5500000,61551
20140121,150000,1159.9900000,1160.7100000,1158.1700000,1159.9900000,83943
20140121,160000,1159.5800000,1164.0000000,1158.4100000,1163.6400000,227531
20140122,100000,1166.6700000,1167.8900000,1160.8800000,1162.9500000,174730
20140122,110000,1162.6800000,1163.4500000,1158.8600000,1159.2700000,147480
20140122,120000,1159.3000000,1163.8600000,1159.0000000,1162.6700000,99368
20140122,130000,1162.2700000,1164.1100000,1161.4300000,1163.4500000,121684
20140122,140000,1163.5100000,1163.9900000,1160.3600000,1161.2100000,110573
20140122,150000,1161.4900000,1163.4400000,1160.8000000,1162.0200000,107348
20140122,160000,1162.0600000,1165.4100000,1162.0600000,1165.0200000,235440
20140123,100000,1159.2200000,1161.7200000,1155.4100000,1159.0000000,255838
20140123,110000,1159.1600000,1162.4900000,1155.6800000,1159.4500000,252017
20140123,120000,1159.6000000,1160.7900000,1157.7800000,1159.9500000,150206
20140123,130000,1159.9900000,1160.0900000,1157.5800000,1159.2000000,85153
20140123,140000,1158.8500000,1159.1800000,1154.4400000,1154.9800000,217157
20140123,150000,1154.5900000,1158.9900000,1154.3700000,1158.0400000,135251
20140123,160000,1158.2000000,1160.6800000,1156.1800000,1160.0200000,201500
20140124,100000,1151.3900000,1153.5500000,1145.2900000,1147.6900000,355483
20140124,110000,1147.4700000,1150.7400000,1141.5000000,1143.3600000,345997
20140124,120000,1143.4600000,1144.3700000,1132.6700000,1142.0100000,481583
20140124,130000,1142.0000000,1143.2100000,1136.5900000,1136.7300000,228507
20140124,140000,1136.7400000,1137.8700000,1133.2200000,1133.5000000,177616
20140124,150000,1133.4600000,1135.0400000,1128.0000000,1129.8300000,312310
20140124,160000,1129.7800000,1130.3800000,1123.0000000,1123.2200000,722093
20140127,100000,1126.1000000,1126.5000000,1109.3700000,1111.7400000,463920
20140127,110000,1111.6300000,1113.3600000,1082.2700000,1097.9000000,933304
20140127,120000,1097.5900000,1105.7700000,1092.0000000,1097.0000000,318312
20140127,130000,1097.0000000,1099.0000000,1085.0000000,1096.8800000,330206
20140127,140000,1096.8400000,1111.4000000,1095.2700000,1109.7200000,280211
20140127,150000,1109.6600000,1112.4900000,1105.5000000,1112.2300000,217096
20140127,160000,1111.8500000,1114.3000000,1101.2300000,1101.2300000,369929
20140128,100000,1110.3300000,1123.6500000,1109.8100000,1118.9900000,334918
20140128,110000,1119.4100000,1122.9800000,1116.4300000,1121.4400000,296228
20140128,120000,1121.4100000,1125.7500000,1114.0700000,1117.2900000,252628
20140128,130000,1117.4600000,1120.0000000,1113.7900000,1115.8600000,158641
20140128,140000,1115.5900000,1122.9800000,1115.0000000,1117.5000000,119732
20140128,150000,1117.6800000,1122.0000000,1116.8400000,1121.4700000,117738
20140128,160000,1121.4700000,1123.0200000,1118.5600000,1123.0100000,191698
20140129,100000,1119.1200000,1121.7500000,1110.0100000,1115.9700000,238873
20140129,110000,1115.0400000,1120.0000000,1108.5700000,1112.0000000,207337
20140129,120000,1112.2900000,1116.5900000,1110.4900000,1116.4800000,127114
20140129,130000,1116.5900000,1118.9900000,1109.6000000,1112.0100000,133537
20140129,140000,1111.9700000,1112.7400000,1108.6700000,1111.3400000,104325
20140129,150000,1109.9800000,1113.6500000,1099.4200000,1103.4700000,315809
20140129,160000,1104.1200000,1108.5700000,1100.4400000,1106.9900000,351953
20140130,100000,1145.0000000,1151.3300000,1127.2500000,1133.4400000,577638
20140130,110000,1132.6100000,1140.4600000,1127.2500000,1137.4500000,399342
20140130,120000,1137.7000000,1141.0000000,1135.2900000,1136.5000000,283495
20140130,130000,1136.5000000,1140.9700000,1133.5000000,1140.5700000,249276
20140130,140000,1140.6100000,1141.8500000,1137.2000000,1141.0700000,185480
20140130,150000,1141.1000000,1147.9800000,1140.2500000,1145.9500000,341934
20140130,160000,1145.7900000,1152.4900000,1132.0000000,1133.4900000,649530
20140131,100000,1171.1000000,1174.9400000,1151.1300000,1170.5000000,1031048
20140131,110000,1170.1300000,1180.0000000,1168.6400000,1173.9700000,713790
20140131,120000,1173.7700000,1179.0000000,1173.6100000,1176.6700000,349173
20140131,130000,1176.6000000,1181.2500000,1176.0000000,1180.3800000,374075
20140131,140000,1180.3800000,1182.5000000,1178.0400000,1181.6800000,315110
20140131,150000,1181.5300000,1186.5400000,1180.8300000,1181.3000000,355655
20140131,160000,1181.7600000,1182.1300000,1176.3200000,1181.0000000,679923
20140203,100000,1179.3000000,1181.7200000,1174.2800000,1178.6900000,417741
20140203,110000,1178.2000000,1178.2000000,1161.0000000,1167.2300000,596752
20140203,120000,1167.3000000,1168.1900000,1154.0500000,1154.0500000,298619
20140203,130000,1154.3200000,1154.8400000,1145.0200000,1148.5300000,363427
20140203,140000,1148.5000000,1149.9000000,1134.0000000,1139.1500000,436846
20140203,150000,1139.0700000,1141.8200000,1135.9600000,1137.9400000,377260
20140203,160000,1137.2100000,1139.6900000,1132.0100000,1133.7600000,519002
20140204,100000,1137.0700000,1151.0000000,1137.0100000,1148.6400000,501680
20140204,110000,1148.8400000,1155.0000000,1143.2800000,1145.4900000,360417
20140204,120000,1144.4800000,1150.0000000,1144.3000000,1148.0400000,222433
20140204,130000,1148.4800000,1151.2500000,1144.5300000,1150.9000000,160238
20140204,140000,1150.3800000,1153.1200000,1143.5000000,1143.9800000,154244
20140204,150000,1144.1500000,1147.5900000,1141.0000000,1143.4600000,202457
20140204,160000,1143.5500000,1145.6100000,1137.6000000,1138.1600000,332593
20140205,100000,1143.4000000,1148.0000000,1137.5600000,1141.7900000,275312
20140205,110000,1142.1100000,1146.7200000,1128.0200000,1134.9500000,461610
20140205,120000,1135.6200000,1149.9000000,1131.5100000,1147.4300000,262473
20140205,130000,1147.9200000,1149.6500000,1142.9400000,1149.6500000,133820
20140205,140000,1149.6500000,1150.7700000,1145.3400000,1147.3200000,143685
20140205,150000,1147.2700000,1148.5900000,1142.5200000,1143.4700000,101744
20140205,160000,1143.7200000,1148.6000000,1142.6900000,1143.2400000,266974
20140206,100000,1150.1000000,1153.8500000,1147.5500000,1152.2600000,230029
20140206,110000,1151.8600000,1155.4100000,1150.0000000,1151.8600000,194387
20140206,120000,1152.1000000,1153.6800000,1150.2600000,1151.4800000,106021
20140206,130000,1151.6400000,1153.6700000,1151.3400000,1152.5300000,67776
20140206,140000,1152.3400000,1153.3000000,1150.5300000,1153.0300000,91960
20140206,150000,1152.5600000,1155.7000000,1152.5600000,1155.2900000,138270
20140206,160000,1155.4300000,1160.1600000,1154.7000000,1159.9600000,324147
20140207,100000,1168.0000000,1168.5100000,1163.1100000,1166.3700000,279228
20140207,110000,1166.7100000,1167.4400000,1160.5600000,1165.2700000,241195
20140207,120000,1166.0000000,1168.1000000,1165.2800000,1168.0100000,141433
20140207,130000,1167.9300000,1169.9900000,1166.8300000,1169.0900000,172672
20140207,140000,1169.3000000,1173.9100000,1169.3000000,1173.4300000,176936
20140207,150000,1173.5000000,1177.2500000,1168.7600000,1170.0000000,312826
20140207,160000,1170.5300000,1177.9000000,1168.9200000,1177.4400000,479270
20140210,100000,1171.6200000,1182.4000000,1170.5000000,1180.2200000,242048
20140210,110000,1180.7500000,1182.3100000,1175.0200000,1175.8000000,175447
20140210,120000,1175.3000000,1180.0400000,1175.0900000,1178.9900000,100830
20140210,130000,1179.3900000,1179.3900000,1173.0000000,1173.4300000,92154
20140210,140000,1173.9100000,1174.3300000,1171.3200000,1172.4800000,105958
20140210,150000,1172.0300000,1175.0000000,1170.0000000,1171.3900000,212141
20140210,160000,1171.2600000,1172.9900000,1169.0200000,1172.9400000,303934
20140211,100000,1180.1700000,1180.9400000,1173.0000000,1175.3000000,169482
20140211,110000,1175.2900000,1177.4300000,1172.2100000,1176.2700000,195280
20140211,120000,1175.8800000,1180.0000000,1175.8600000,1179.8000000,177687
20140211,130000,1179.7700000,1183.8000000,1179.0100000,1183.0000000,188175
20140211,140000,1183.1800000,1189.0000000,1183.1700000,1185.7100000,257586
20140211,150000,1186.0000000,1188.4500000,1185.5000000,1188.2100000,106180
20140211,160000,1188.3900000,1191.8700000,1188.3700000,1190.1800000,276095
20140212,100000,1188.5000000,1190.0000000,1184.6100000,1188.2800000,187556
20140212,110000,1188.2600000,1188.7500000,1181.3800000,1182.7800000,407058
20140212,120000,1182.5100000,1187.6500000,1182.4900000,1184.4600000,156024
20140212,130000,1184.6100000,1185.2500000,1182.9900000,1184.0000000,137426
20140212,140000,1184.7400000,1186.5900000,1184.3100000,1185.0500000,66919
20140212,150000,1185.0500000,1185.6500000,1183.5100000,1184.5300000,89032
20140212,160000,1184.4100000,1186.9500000,1183.2700000,1186.1500000,179383
20140213,100000,1181.2500000,1190.0000000,1179.6600000,1188.6700000,164018
20140213,110000,1188.9800000,1194.2400000,1187.5500000,1193.8600000,237114
20140213,120000,1193.8600000,1197.9200000,1192.4500000,1196.5400000,205555
20140213,130000,1196.6100000,1196.6400000,1194.5200000,1195.3800000,69122
20140213,140000,1195.5000000,1198.9100000,1195.0000000,1198.0700000,127529
20140213,150000,1198.3500000,1198.5900000,1196.0100000,1198.2600000,110053
20140213,160000,1198.2500000,1199.9000000,1197.2400000,1199.9000000,294171
20140214,100000,1195.1300000,1199.3800000,1192.8000000,1197.3400000,321432
20140214,110000,1197.4300000,1204.3900000,1195.6900000,1201.4300000,319180
20140214,120000,1201.1700000,1202.1300000,1198.0800000,1198.9700000,163982
20140214,130000,1198.9900000,1199.7400000,1196.6000000,1198.4500000,109947
20140214,140000,1198.4400000,1203.0000000,1198.3200000,1202.7100000,97122
20140214,150000,1202.7600000,1204.2000000,1201.1000000,1202.8700000,166482
20140214,160000,1202.6600000,1204.1000000,1201.0900000,1202.3200000,311621
20140218,100000,1201.4100000,1205.9900000,1200.0000000,1204.0000000,254005
20140218,110000,1202.8300000,1209.7600000,1200.3100000,1208.6500000,337223
20140218,120000,1208.8000000,1209.5500000,1207.1300000,1207.1300000,95852
20140218,130000,1207.1200000,1212.0000000,1207.0800000,1210.0400000,103558
20140218,140000,1210.5200000,1211.5300000,1206.8000000,1208.2200000,93827
20140218,150000,1208.1900000,1212.8700000,1207.9000000,1211.9900000,149071
20140218,160000,1211.7900000,1212.2500000,1208.3300000,1210.3000000,277789
20140219,100000,1205.3000000,1207.6600000,1202.0400000,1205.6300000,245931
20140219,110000,1205.6500000,1206.7700000,1202.1400000,1206.4100000,210822
20140219,120000,1206.7900000,1209.2200000,1202.1300000,1202.2200000,166261
20140219,130000,1202.2400000,1204.5200000,1200.7700000,1204.1300000,156272
20140219,140000,1204.1800000,1206.3200000,1203.3300000,1205.0300000,64281
20140219,150000,1204.8600000,1206.4500000,1201.4800000,1202.7700000,169742
20140219,160000,1203.3900000,1203.4600000,1197.5000000,1202.6400000,410175
20140220,100000,1203.1400000,1206.8800000,1200.6000000,1202.4400000,253748
20140220,110000,1201.9600000,1204.9100000,1200.2400000,1201.2500000,242802
20140220,120000,1201.4900000,1203.1000000,1200.2200000,1201.6300000,107462
20140220,130000,1201.8600000,1205.7000000,1201.6300000,1205.5000000,94677
20140220,140000,1205.5300000,1205.9100000,1204.2200000,1204.8800000,89981
20140220,150000,1204.7000000,1205.3300000,1203.3000000,1204.8000000,124404
20140220,160000,1204.5800000,1205.8500000,1202.4600000,1204.1100000,238071
20140221,100000,1207.8100000,1209.8700000,1203.1000000,1206.0400000,328120
20140221,110000,1206.1100000,1206.7000000,1203.2800000,1206.0200000,199993
20140221,120000,1206.2900000,1207.9500000,1205.4800000,1206.6000000,164817
20140221,130000,1206.6800000,1207.7500000,1206.2300000,1206.7000000,147164
20140221,140000,1206.7000000,1207.5600000,1206.3000000,1206.8800000,96614
20140221,150000,1206.7500000,1207.3100000,1204.5600000,1205.1200000,135195
20140221,160000,1205.0500000,1206.3000000,1202.8400000,1204.1000000,254402
20140224,100000,1205.0000000,1214.5800000,1205.0000000,1213.6800000,217926
20140224,110000,1214.0000000,1218.8400000,1211.4800000,1216.4300000,243712
20140224,120000,1216.1800000,1220.0000000,1215.6900000,1219.7500000,93080
20140224,130000,1219.9300000,1220.1600000,1216.3300000,1216.7900000,95635
20140224,140000,1216.7100000,1218.9500000,1216.1000000,1216.3400000,63703
20140224,150000,1216.5200000,1219.2100000,1216.0000000,1216.1000000,94097
20140224,160000,1216.1100000,1216.9800000,1212.5000000,1212.5000000,219696
20140225,100000,1215.9400000,1215.9900000,1211.1700000,1213.3200000,134219
20140225,110000,1213.1300000,1221.2100000,1210.4200000,1218.5000000,211509
20140225,120000,1218.7000000,1224.5000000,1218.2100000,1221.6700000,140148
20140225,130000,1221.5500000,1222.9400000,1218.1300000,1221.3700000,95146
20140225,140000,1221.0400000,1222.6300000,1218.5000000,1218.7800000,68874
20140225,150000,1218.7900000,1219.9900000,1216.6400000,1219.1400000,76088
20140225,160000,1219.2300000,1220.7000000,1216.5200000,1219.7300000,209575
20140226,100000,1224.0000000,1224.5600000,1220.8900000,1222.5700000,143428
20140226,110000,1222.8600000,1228.2100000,1222.7100000,1225.0100000,232485
20140226,120000,1225.3900000,1228.8800000,1224.8300000,1226.1100000,82722
20140226,130000,1226.2000000,1226.9700000,1222.5500000,1226.5700000,85598
20140226,140000,1226.8200000,1226.8400000,1223.5100000,1224.2700000,117566
20140226,150000,1223.7700000,1224.5100000,1213.7600000,1218.1300000,236974
20140226,160000,1218.5000000,1221.0000000,1216.5100000,1220.7100000,216051
20140227,100000,1218.2600000,1224.0000000,1217.0100000,1220.1600000,165806
20140227,110000,1220.0800000,1223.8100000,1219.2500000,1222.3400000,144435
20140227,120000,1222.4800000,1224.2400000,1219.4400000,1220.4400000,79755
20140227,130000,1220.1800000,1221.6100000,1218.0800000,1219.6000000,67572
20140227,140000,1219.6100000,1223.6300000,1219.4700000,1222.9800000,76939
20140227,150000,1222.9800000,1223.1400000,1218.4300000,1219.0300000,84022
20140227,160000,1218.8500000,1220.4500000,1218.0300000,1219.3200000,172319
20140228,100000,1220.2100000,1224.1900000,1217.2200000,1222.8500000,202249
20140228,110000,1222.6600000,1223.9900000,1220.0000000,1222.8100000,155471
20140228,120000,1223.0100000,1223.0100000,1219.0300000,1220.8500000,125160
20140228,130000,1220.6000000,1221.3400000,1219.7700000,1220.2500000,84463
20140228,140000,1220.1400000,1220.5000000,1217.0000000,1218.7700000,97975
20140228,150000,1218.4600000,1218.4600000,1211.1500000,1211.2900000,268258
20140228,160000,1211.4900000,1216.0800000,1206.2200000,1215.4900000,469396
20140303,100000,1206.7500000,1207.8400000,1201.9900000,1205.4000000,221671
20140303,110000,1205.0400000,1206.9900000,1195.0000000,1200.8400000,316014
20140303,120000,1201.0000000,1201.8700000,1195.2500000,1196.3300000,126900
20140303,130000,1196.2600000,1200.0000000,1192.1400000,1199.5000000,147506
20140303,140000,1199.4100000,1201.4900000,1198.1500000,1200.1500000,118989
20140303,150000,1200.2500000,1204.4400000,1199.0700000,1203.5800000,166199
20140303,160000,1203.8300000,1203.8300000,1199.0200000,1202.6900000,274893
20140304,100000,1214.9500000,1216.0000000,1209.5000000,1213.6300000,244257
20140304,110000,1213.5800000,1214.8000000,1212.1000000,1213.9900000,156277
20140304,120000,1213.9900000,1214.8000000,1212.7800000,1213.8700000,94898
20140304,130000,1214.1200000,1215.3000000,1213.5000000,1214.3900000,94243
20140304,140000,1214.1100000,1215.4600000,1213.0700000,1213.1200000,79838
20140304,150000,1213.1300000,1214.7400000,1210.9200000,1214.1000000,105578
20140304,160000,1214.3600000,1215.6300000,1213.3100000,1214.8900000,202034
20140305,100000,1215.0500000,1219.8100000,1211.4100000,1217.7900000,174013
20140305,110000,1218.4500000,1223.0800000,1216.0600000,1221.5400000,236856
20140305,120000,1222.0700000,1222.8400000,1218.4800000,1219.5200000,85276
20140305,130000,1219.8400000,1220.3700000,1218.3400000,1219.6200000,70606
20140305,140000,1219.5100000,1221.8200000,1217.4700000,1217.9600000,66165
20140305,150000,1218.1900000,1219.5000000,1216.4200000,1216.7700000,61050
20140305,160000,1216.7500000,1219.5000000,1215.1900000,1218.2700000,136484
20140306,100000,1222.0000000,1226.1400000,1222.0000000,1223.6800000,209721
20140306,110000,1223.8900000,1225.8000000,1219.0700000,1224.4700000,207719
20140306,120000,1224.5500000,1224.9800000,1222.4400000,1222.5200000,72948
20140306,130000,1222.4800000,1223.5400000,1221.7600000,1222.0500000,37152
20140306,140000,1222.1000000,1222.8400000,1219.0000000,1219.0200000,72935
20140306,150000,1219.1200000,1223.0000000,1218.6000000,1221.3500000,81897
20140306,160000,1221.2900000,1222.1300000,1219.3000000,1219.6300000,170365
20140307,100000,1226.8000000,1226.9900000,1215.6700000,1218.7200000,197883
20140307,110000,1219.0800000,1222.0700000,1215.5600000,1215.8600000,175231
20140307,120000,1216.1200000,1217.3000000,1211.5600000,1216.1800000,175444
20140307,130000,1216.4600000,1216.7100000,1213.5100000,1213.6800000,63703
20140307,140000,1213.4600000,1215.5300000,1212.0100000,1214.9000000,60453
20140307,150000,1214.7100000,1216.0700000,1211.4400000,1214.8200000,93458
20140307,160000,1214.8800000,1215.6900000,1212.9800000,1215.3000000,220890
20140310,100000,1215.0100000,1217.6300000,1211.1200000,1215.7100000,142378
20140310,110000,1215.7700000,1215.7700000,1204.0900000,1205.4400000,197503
20140310,120000,1205.6400000,1211.6100000,1205.2000000,1208.6400000,136721
